id_pacjenta,imie,nazwisko,pesel,data_urodzenia,telefon,email,id_miejscowosc
15494,Wojciech,Strzelczak,13238224852,2019-09-03,735502228,nelawaniek@pacholak-wawszczyk.net,5475
15495,Fryderyk,Kuchciak,56312376723,2005-06-08,088205962,ciochonadrianna@interia.pl,6325
15496,Kajetan,Smardz,87347974222,1931-11-13,295689520,komanderkamil@cierpisz.org,7825
15497,Janina,Czerepak,79803518906,1957-01-22,311364476,lwolan@fundacja.org,7039
15498,Hubert,Gierasimiuk,07682079218,1965-01-21,170217122,lbubel@grupa.net,9278
15499,Dorota,Orwat,70934640363,1955-07-23,990582792,kreciszmalwina@gabinety.com,1360
15500,Ksawery,Glanc,53140779861,1931-05-22,489361380,amyszor@majdan-wojtach.pl,5525
15501,Konstanty,Niesporek,79574248941,1999-09-01,821779273,gesiarzdaniel@hotmail.com,2209
15502,Eliza,Domurad,50875032823,1997-01-12,561938261,maciejpiesik@hotmail.com,8660
15503,Sandra,Nesterowicz,90397281874,1964-10-10,268041572,skiepkomelania@hotmail.com,9271
15504,Ada,Paściak,75786152644,2022-10-18,149994001,mikolajbartoszak@buza.pl,1434
15505,Justyna,Dynak,35743134039,1957-09-05,720290489,ulfikanastazja@reimann.pl,371
15506,Ksawery,Żołna,74726087808,1958-02-19,007048850,anielaglaza@stowarzyszenie.pl,9949
15507,Maksymilian,Helman,96831678114,1949-04-20,289679681,parkitnykornelia@czubaj.com,3225
15508,Franciszek,Kleina,20056285929,2007-11-24,545304733,zhornik@pesta-lisik.com,8904
15509,Melania,Żmija,40819678684,1960-11-22,624097541,wandascezary@o2.pl,1043
15510,Alex,Wojsa,31685352356,1964-08-28,384804341,liwiakontny@o2.pl,9469
15511,Julianna,Szymanik,79204322455,2014-12-07,804211958,igor83@matura-osipowicz.pl,1863
15512,Arkadiusz,Bacia,66919741774,1963-10-08,464510083,zdydak@fpuh.com,1336
15513,Bartek,Pabisiak,87855140908,1970-04-16,976540827,oletkiewicz@yahoo.com,5228
15514,Lidia,Szywała,59762730283,1972-12-08,583465517,jan62@onet.pl,3717
15515,Kamila,Dylak,69336752946,1993-10-26,066520289,jzok@interia.pl,6183
15516,Ryszard,Pizoń,89724202931,2001-05-18,593386199,michaldominczak@interia.pl,8323
15517,Andrzej,Górkiewicz,49073370347,1959-03-13,107220196,anielakleinschmidt@gmail.com,8407
15518,Lidia,Dworczak,14147678469,1925-06-01,182157951,adrianna43@yahoo.com,6457
15519,Damian,Doroszuk,14293149051,1937-02-24,921342329,adam88@hotmail.com,2587
15520,Borys,Droździel,31659550475,2021-05-28,870890874,gruzagabriel@ciesielczyk-jedrusiak.org,598
15521,Dariusz,Olchawa,31341364126,1954-09-14,029063666,monikabiesek@gabinety.pl,756
15522,Dagmara,Drobny,28636549418,1998-12-13,168013591,komperdawiktor@interia.pl,3920
15523,Grzegorz,Kwarciak,95356938301,1924-10-03,778508334,jedrzej46@gabinety.com,7931
15524,Dawid,Gleba,77965922198,1959-12-18,867504761,adriankomander@spoldzielnia.pl,7324
15525,Arkadiusz,Klisz,63061079182,1954-04-08,023208306,adriannamaslankiewicz@o2.pl,3535
15526,Bianka,Kruś,95715337098,1934-08-22,522731525,aureliasobieszczyk@o2.pl,2907
15527,Julita,Sromek,91136927149,1980-05-07,203650574,stefan42@onet.pl,1827
15528,Cyprian,Proć,94777666636,1946-08-28,214434343,agnieszkakosiec@o2.pl,6897
15529,Ernest,Neubauer,79209327140,2002-11-28,181974671,dmudlaff@o2.pl,2754
15530,Urszula,Sibiga,20240063857,1994-11-18,072784040,anitaprzeklasa@hotmail.com,549
15531,Julianna,Płócienniczak,15422978365,1984-10-06,279500358,piotr08@o2.pl,4069
15532,Róża,Palonek,88780229762,1997-01-19,712428511,buczmaalan@fundacja.net,8628
15533,Olgierd,Kurp,64326947804,1964-07-12,761846747,jedrzejkajdas@onet.pl,4245
15534,Szymon,Frącz,39208868253,1988-12-25,845449887,tymoteuszkuster@ppuh.net,2886
15535,Dawid,Uliczka,15160129032,1928-08-07,181490586,andrzej04@interia.pl,1662
15536,Krzysztof,Zyguła,44364396592,2000-03-27,028125278,bystronmaksymilian@gmail.com,1842
15537,Adrianna,Kral,27214246131,2018-02-10,508982515,yfijalek@fpuh.pl,1430
15538,Jacek,Jędral,55464516083,1926-05-18,257158488,olafmorawiak@interia.pl,1590
15539,Konrad,Gul,18579187931,2017-09-18,202042813,aleks11@gmail.com,5467
15540,Liwia,Trzpil,77739434508,1989-11-26,909358265,kandziajuliusz@onet.pl,6862
15541,Malwina,Gamrat,01559980175,2009-07-22,614572614,ulfikstefan@hotmail.com,6763
15542,Bianka,Niewola,66561525962,1934-09-23,807995954,zaniewiczmarcin@bytner.pl,7223
15543,Ada,Piotrowiak,11500605977,1940-05-07,124305347,monika83@spoldzielnia.com,2027
15544,Dorota,Han,19663384776,1941-02-28,314312573,qwasyluk@gmail.com,1869
15545,Gustaw,Walentynowicz,28671279034,1950-09-24,305274897,kurniktobiasz@onet.pl,9943
15546,Angelika,Gajowiak,63192994139,2012-10-01,587024874,dziobkazimierz@kolaczek-sloboda.pl,6071
15547,Gabriel,Grabara,79542769585,1986-02-16,809487950,ciakmarika@onet.pl,2036
15548,Justyna,Górkiewicz,10216333655,1972-03-24,663761631,klara35@interia.pl,6647
15549,Wojciech,Łyp,34516720780,2014-08-13,808993090,tymon53@fpuh.net,6987
15550,Przemysław,Bociek,49902893587,1965-06-05,382703100,kajakamyk@spoldzielnia.pl,1065
15551,Róża,Chwedoruk,75243291842,1967-11-25,975387941,patrykbzymek@hotmail.com,50
15552,Piotr,Kijanka,39694757907,2020-09-09,595396001,cezary87@spoldzielnia.com,5992
15553,Artur,Golenia,50316026415,1940-05-14,597214538,lidia09@grupa.org,7347
15554,Marcel,Damian,64271879475,2024-07-29,862888713,jbakiewicz@fundacja.com,3034
15555,Olgierd,Wlazły,03111568629,1953-02-21,562343791,marianna09@hotmail.com,7592
15556,Arkadiusz,Uliasz,92237803480,2017-05-06,248506806,alex39@yahoo.com,6964
15557,Jacek,Gałaj,88512699428,1936-05-18,896709940,danielkloska@yahoo.com,5123
15558,Elżbieta,Machul,08720629424,1974-05-22,649818455,jaskowiecjakub@ppuh.pl,7161
15559,Olga,Klinkosz,06420311151,1959-12-13,770226493,slobodzianjulita@blazejak-grodek.org,866
15560,Kazimierz,Bugiel,38420703889,2001-09-16,170431912,patryk49@interia.pl,7
15561,Ksawery,Nytko,06236625186,1945-07-11,100109394,adadulewicz@onet.pl,9142
15562,Roksana,Nastaj,68634360991,1968-03-18,566717454,rafal34@onet.pl,7780
15563,Marcin,Topa,33101620655,1988-12-01,165621733,anitatadeusiak@onet.pl,2101
15564,Tomasz,Andrejczuk,68222043139,1932-06-02,635422390,kozlowiczfabian@yahoo.com,6346
15565,Ksawery,Wojtanowicz,38654476179,1970-11-23,737556504,monika39@grupa.com,7358
15566,Rozalia,Drążyk,37879632649,1986-05-25,927063410,klara91@fpuh.pl,6667
15567,Nikodem,Imiołczyk,53077830495,1997-05-25,512661650,franczukadrian@wereda.pl,2139
15568,Marcelina,Błasik,57704077127,1927-10-11,870272505,mieszkokosman@hotmail.com,2149
15569,Jerzy,Ciemięga,37438448446,1932-03-22,500037760,stoltmannbartek@onet.pl,6359
15570,Witold,Doliwa,86529661571,1931-05-13,562082778,turlejmarcel@gabinety.pl,4292
15571,Miłosz,Kałwa,51844239799,1987-08-17,065741978,potokblazej@meler-siembab.com,2732
15572,Julita,Bojdo,35752142116,2016-09-13,396960239,borys37@gmail.com,706
15573,Kornelia,Korzekwa,47001675696,1990-11-08,332158935,damianmik@zyga.net,3591
15574,Maksymilian,Stachelek,79839716147,1947-06-14,180202892,ykostek@waszczyk-pikula.pl,2603
15575,Artur,Szymula,10411002897,2013-07-23,739484641,utorz@zolnierczyk.pl,7484
15576,Daniel,Olearczyk,58194451997,1951-12-15,009616898,jan28@yahoo.com,5848
15577,Agnieszka,Prażuch,17965954518,1936-11-17,547450568,kortapatryk@hotmail.com,4886
15578,Tomasz,Łudzik,23664770508,1933-08-23,513427135,jamborwitold@interia.pl,5851
15579,Marek,Szylar,71100093288,1929-07-13,156343163,rozaliastupak@gmail.com,6643
15580,Natan,Wojtach,03605307625,1971-06-29,537211915,kajetan05@interia.pl,9499
15581,Jacek,Polnik,73425362806,1964-08-04,872203655,kszkaradek@bareja.com,5167
15582,Anna Maria,Adamaszek,55632143738,1958-07-06,548156351,lbujko@spoldzielnia.net,8140
15583,Antoni,Kosałka,73468057582,1929-11-24,536697777,kacper59@ppuh.com,5248
15584,Łukasz,Rode,12324247175,1980-01-04,117077752,hubertwazna@gmail.com,7119
15585,Kacper,Samol,43784514541,2005-10-14,405377727,alan60@pasnik.net,9868
15586,Grzegorz,Jakiel,74776878007,1978-02-23,418320886,tkasak@kowaluk-plocharczyk.com,7719
15587,Wojciech,Puch,71865148938,1996-10-07,096427318,zgebauer@grupa.com,3090
15588,Adam,Malesza,51250361523,1952-02-16,698354407,fryderykposmyk@o2.pl,3251
15589,Marek,Dyjach,43305291562,1942-01-08,293751511,salomonjustyna@gmail.com,3191
15590,Maurycy,Wydrych,92498584330,1985-03-18,833451445,porzucekmaciej@waluk-lang.com,7537
15591,Agnieszka,Józwik,89048820926,1965-04-07,416269172,juliannaflisiak@interia.pl,7242
15592,Kalina,Superson,87274168588,1981-02-23,323841460,lpych@dyczko.com,3840
15593,Marika,Kamyszek,37756205789,1971-11-22,887831440,zdonekdorota@lapacz-kurzyna.net,4781
15594,Konstanty,Zdobylak,28407193804,1944-03-25,325784540,akozubal@spoldzielnia.org,1792
15595,Daniel,Sot,97301809707,1977-06-14,340741477,gabriel36@fpuh.org,9041
15596,Norbert,Trochim,44074806462,1962-06-16,034526583,juliuszdrozda@paczos-prystupa.pl,3221
15597,Natasza,Zagozda,23295440977,1987-05-10,052210140,anastazja33@bzdziuch-linke.net,6330
15598,Monika,Meler,63281548523,1977-08-19,138412991,natanwyskiel@jedrys.pl,2454
15599,Anastazja,Kononowicz,03067140618,1931-10-24,805383504,snamyslo@gmail.com,885
15600,Eryk,Rohde,74332768848,1978-09-07,892005698,aurelia24@kielbus.pl,1136
15601,Fabian,Łapacz,60598413496,1987-12-22,685513508,smegger@fpuh.com,3816
15602,Melania,Zbrzeźniak,22148695117,1982-11-25,179728492,eryk65@interia.pl,7285
15603,Angelika,Towarek,87200363637,2009-10-04,601427135,sylwiapitek@kuropatwa-bujas.com,728
15604,Sylwia,Kaczmar,78696226245,1959-03-26,969254700,wojciech28@ppuh.pl,9588
15605,Inga,Burchard,66476023086,2021-07-19,329851507,radoslawskrobek@onet.pl,7793
15606,Miłosz,Mitek,61629405060,2023-11-03,766809411,konsekmonika@stowarzyszenie.net,2842
15607,Nikodem,Fiedler,81945522489,1996-09-03,979008491,eliza23@onet.pl,1458
15608,Kajetan,Macias,63730440590,1953-10-05,726942840,filipfeliksiak@grupa.net,7762
15609,Konstanty,Smela,99501349261,1972-02-11,783782025,iwogryszkiewicz@klosek-romaniak.com,6931
15610,Marcel,Zinkiewicz,40824934839,1996-01-21,372087049,uciesielka@hnat.com,8420
15611,Justyna,Dzika,57084970134,1946-11-11,193168070,mateuszzach@cheba-sapala.pl,4799
15612,Maks,Stupak,72626944822,2001-06-24,658574194,marianna41@onet.pl,2708
15613,Elżbieta,Rzeszut,06023750496,1980-05-24,852688733,jonczykewa@stowarzyszenie.net,960
15614,Natasza,Bejnarowicz,78575009283,1975-05-18,563927998,wiktorkryszczuk@stowarzyszenie.com,9036
15615,Justyna,Wajdzik,87073780658,1939-12-14,354749764,danielkopiczko@o2.pl,9256
15616,Julianna,Galos,22891392836,2021-12-26,034776750,dudalalukasz@fpuh.com,5520
15617,Aurelia,Huszcza,39037784428,1956-03-12,596319943,doroszkiewiczantoni@o2.pl,9292
15618,Bianka,Sporek,96346383019,2020-06-28,330224225,franciszekkultys@kopala.com,9319
15619,Paweł,Goworek,87315186142,1984-08-12,237541424,tekielialex@grupa.org,3470
15620,Kalina,Polnik,10025034548,1982-10-30,302021814,smalota@onet.pl,6121
15621,Konstanty,Buśko,61595318533,1950-02-24,974439927,lswiadek@gmail.com,9690
15622,Kajetan,Kuboń,98651589037,1994-08-03,069864709,roszkokacper@spoldzielnia.pl,2106
15623,Kamila,Lula,19324036395,2012-12-04,073023924,uzastawny@o2.pl,7956
15624,Stanisław,Stanaszek,55487651137,1952-03-06,087399782,leonskalik@chojna-kuswik.org,2542
15625,Kacper,Kierepka,00696312946,2014-05-22,975788209,ksawerytroc@o2.pl,5892
15626,Błażej,Cygal,50780527953,1996-01-22,784381180,dariuszdomon@ppuh.pl,5822
15627,Apolonia,Pawlos,61316660253,1962-04-12,857011691,marikaszylar@fpuh.net,8044
15628,Józef,Osada,00392576031,1967-01-11,287285319,gawliczekkonstanty@spoldzielnia.net,8742
15629,Kajetan,Piszcz,34550282942,1955-03-03,658337903,gszlufik@yahoo.com,4440
15630,Fabian,Leoniak,78487493875,1963-09-08,136804501,nmorawiak@hinca.net,979
15631,Elżbieta,Półchłopek,81975637911,1930-02-14,765374681,zoleksak@onet.pl,6802
15632,Agnieszka,Leszkiewicz,15167681850,2004-07-03,250131554,krzysztofpolchlopek@spoldzielnia.com,1255
15633,Mieszko,Wośko,39057396148,1993-01-01,002421890,kamilpreuss@petryk.net,2354
15634,Józef,Misztela,88216792559,2006-06-10,876364898,wiktornastaly@onet.pl,1573
15635,Dagmara,Głowienka,22036521896,2009-09-19,479469810,xpres@o2.pl,4398
15636,Ewelina,Barcz,49894751869,1986-05-30,664859162,soniaszczudlo@grupa.org,1923
15637,Urszula,Nawrotek,13569414634,1996-10-08,139636014,mieszko33@choros-mlocek.com,9270
15638,Blanka,Forysiak,08764115827,1995-03-17,512578753,mariannakasznia@szmuc.net,9852
15639,Karol,Marciniszyn,34346198690,1924-04-14,150244497,dagmaramrozek@hotmail.com,4475
15640,Kajetan,Naczk,02282218263,2006-03-06,818959317,steiniwo@interia.pl,1808
15641,Marcin,Szlachcic,81924434649,2019-05-22,733220367,urszula56@onet.pl,663
15642,Witold,Stuglik,66574647935,2002-06-17,619057042,oliwiernawoj@radzewicz-klemczak.com,4283
15643,Kamil,Cłapa,38702782702,1962-04-17,693640779,mbartoszczyk@fundacja.com,1425
15644,Dagmara,Morek,65894093990,1961-11-20,589785878,adabuczko@joniak.pl,5029
15645,Anna Maria,Wawrzynowicz,44038794508,1940-09-30,990214486,sandra06@onet.pl,8487
15646,Fabian,Ryczko,53580490760,1927-09-29,830884195,mikolaj80@yahoo.com,4396
15647,Witold,Sarota,05295649341,1938-12-24,755560176,tymonbujas@interia.pl,376
15648,Wiktor,Lelonek,50841306039,1930-06-19,776817164,andrzej05@spoldzielnia.com,7567
15649,Lidia,Bruś,95139732753,1985-05-02,994910446,arkadiuszplona@gabinety.com,7005
15650,Anastazja,Krzosek,66138392302,1956-10-08,676144266,sszczerbiak@gabinety.pl,4739
15651,Mateusz,Ciesiółka,52359157425,2012-10-23,799980287,jnaumiuk@spoldzielnia.net,5817
15652,Gustaw,Darul,73509515162,1989-11-09,586408732,sosnowkaksawery@o2.pl,9671
15653,Miłosz,Sypień,73214810570,1987-02-07,163037895,wlazlykacper@o2.pl,4920
15654,Kacper,Olkowicz,74657239805,2005-12-23,410904438,fabiansadura@stowarzyszenie.net,846
15655,Anastazja,Kuczaj,19752819619,2006-04-25,688414300,roksanaswiech@gmail.com,8178
15656,Ewelina,Kowaluk,42844953146,2003-09-30,517296708,doroszkiewiczgustaw@gabinety.pl,7475
15657,Dominik,Bąbol,75977278534,1972-10-18,788242997,lenarcikolga@ppuh.com,3648
15658,Krystian,Merchel,53337578371,1982-06-22,090943231,nela56@hotmail.com,616
15659,Blanka,Stypuła,25063133661,1938-03-08,853803040,piotrhudzik@onet.pl,5926
15660,Radosław,Czochara,06218825184,2008-09-20,805889617,indykadominik@onet.pl,2638
15661,Olaf,Jagiełka,58591946372,1982-07-28,977229648,lidia21@fundacja.com,8258
15662,Malwina,Dankiewicz,09679460969,1953-02-14,559910984,cypriankrzyskow@interia.pl,55
15663,Leonard,Parus,79282079200,1977-01-07,873263005,franciszekjachimczyk@onet.pl,5530
15664,Sylwia,Mostek,44430015289,2016-03-24,092994802,kwapisiewiczjan@misiarz-kielan.com,8463
15665,Blanka,Winek,42692862564,1969-09-16,766604705,dawid19@yahoo.com,3132
15666,Fabian,Chomiak,82316484848,1931-06-17,138247321,gumiennyadam@pachnik-sieczko.com,1889
15667,Apolonia,Oleksa,62732451264,1990-08-30,671700973,sopatamelania@yahoo.com,4194
15668,Maciej,Polaszek,87014021836,1926-05-14,482366884,olga03@interia.pl,5091
15669,Maciej,Pastuszek,33770499801,1989-02-12,991755247,oleskiewicznicole@kopyto-madzia.pl,409
15670,Mateusz,Tatarczyk,97341093262,1953-12-20,962499196,tekielabartek@ryszkiewicz-berg.org,3402
15671,Olgierd,Rysz,04077791097,1925-06-23,479152742,fabianhajdas@ppuh.pl,7813
15672,Ignacy,Parada,13161050317,1942-02-01,855288008,clapamariusz@ppuh.net,7911
15673,Daniel,Pizoń,12818546687,1953-05-11,009216049,nataszaosojca@fundacja.pl,2870
15674,Jeremi,Gadzała,96293599012,1987-01-05,679144784,blazej54@fogiel.pl,4467
15675,Jan,Kempka,29065004435,1981-09-21,440392335,urszulasklorz@hotmail.com,3701
15676,Błażej,Samson,08910794443,1931-08-16,741834445,xkrzykala@gabinety.com,9789
15677,Filip,Drobot,83738609867,1927-06-28,721234315,mateuszkosciolek@grochola.pl,6489
15678,Sandra,Wajdzik,41488022815,1934-03-23,639522037,wendtmaciej@interia.pl,1847
15679,Urszula,Zawiasa,92178888627,1972-02-05,785866104,nogonek@gabinety.com,7823
15680,Jakub,Wochna,01002768485,1982-06-19,466977410,janina52@gabinety.pl,5800
15681,Wiktor,Błażejewicz,71365739112,1975-07-08,067576615,julitarolak@gmail.com,551
15682,Kaja,Kosela,21853686130,1978-02-24,522839407,norbert29@spoldzielnia.pl,6572
15683,Liwia,Noras,11918815240,1996-03-29,906465696,lidiafurmankiewicz@gabinety.net,5451
15684,Jacek,Jakiel,29335494884,1998-05-09,480650630,andruszkokarina@stowarzyszenie.pl,4695
15685,Konrad,Stebel,63503786809,1968-09-23,017263503,ugornisiewicz@ppuh.org,4306
15686,Andrzej,Janisz,78633177955,1979-02-17,914371191,hkoloch@stowarzyszenie.org,1203
15687,Norbert,Zawartka,85711300318,1949-12-07,967659123,natanielgryta@onet.pl,3216
15688,Kamil,Chruszcz,73718638650,1995-11-22,985598687,basistadominik@grupa.com,5144
15689,Wojciech,Szalast,99892390706,1985-09-04,076540941,ncyba@spoldzielnia.com,433
15690,Leonard,Dub,17784233561,2021-03-12,554280783,sandracapala@roslon-spychaj.com,4709
15691,Olga,Józwik,85645200671,1977-11-29,923175603,ochromy@grupa.pl,3440
15692,Liwia,Suchora,09925550689,2006-07-26,263961127,ada15@gmail.com,8423
15693,Mikołaj,Kurczak,80452303029,2014-06-15,167916429,qbejm@interia.pl,8836
15694,Mieszko,Szyjka,36555103104,1975-11-03,909476280,marcel31@grupa.pl,3333
15695,Jerzy,Malon,15871306214,1948-09-04,280793505,zwalus@szlaga-gomola.com,9855
15696,Stefan,Buza,12159431435,2000-02-27,193827753,blankakwapis@o2.pl,6812
15697,Fryderyk,Gorzelańczyk,92140745320,1961-12-11,869824182,xpagacz@praczyk-sosnowka.com,8279
15698,Jan,Tadeusiak,90064492793,2024-06-20,394860288,angelikareichel@gabinety.pl,5115
15699,Marcelina,Han,53462750831,1959-05-03,574128647,cforemniak@hotmail.com,3541
15700,Janina,Berg,98068592023,1957-02-03,325487288,nikodem89@kordus.net,365
15701,Alex,Niedośpiał,75594134253,1956-04-13,123289340,vkamyszek@gabinety.net,147
15702,Hubert,Bronka,14432978764,1946-05-12,530848200,molgakajetan@namyslo-pawlaczek.com,2208
15703,Patryk,Darłak,17366981597,1982-10-07,585898272,klarapastula@jalowiec-andruszko.org,6521
15704,Szymon,Majdak,24848383641,1984-07-21,213914259,ewelinadrynda@gmail.com,7638
15705,Albert,Kudra,81541680302,1932-04-14,148595580,majsterekliwia@stowarzyszenie.pl,3095
15706,Anna Maria,Gonsior,27344059939,1953-01-09,456789711,monikamamcarz@stowarzyszenie.pl,1006
15707,Hubert,Głuszko,88112758534,1963-07-28,627097803,tuzimekradoslaw@fpuh.com,8538
15708,Aleks,Wenda,78339723545,1932-06-27,118562428,guscioraewelina@onet.pl,8458
15709,Jakub,Łój,72204372598,1948-05-11,690521965,anitalukasz@onet.pl,2839
15710,Leonard,Posłuszny,91622626622,1965-02-25,642875197,brydakarol@hotmail.com,344
15711,Emil,Sadoch,03184575694,1999-12-28,665927707,zdonektobiasz@interia.pl,9745
15712,Gaja,Cebo,57798957754,1959-08-09,834713915,majtczakwitold@yahoo.com,6427
15713,Agnieszka,Kuster,30140477346,2006-08-28,703211163,grzegorzfiolek@interia.pl,6438
15714,Daniel,Cebo,52271839542,1943-03-27,295129162,ustoch@ppuh.com,3700
15715,Marcel,Wiech,98944838222,2021-02-27,210716919,ututka@fpuh.net,2351
15716,Jacek,Wochnik,85788099524,1948-11-06,920435125,alekswojslaw@fpuh.com,1730
15717,Anna Maria,Kolman,49913645388,2013-10-02,324243984,basakemil@fpuh.pl,2595
15718,Julian,Bujko,78667022458,2017-08-24,206961659,klyszczbruno@gabinety.com,7641
15719,Julita,Jaremek,02795836888,1989-05-12,640030733,tolaciereszko@fpuh.com,7509
15720,Karina,Kopiczko,72104564388,1957-06-30,321182508,grzegorzakalbert@stowarzyszenie.pl,394
15721,Radosław,Maciejko,06376584969,1940-07-30,185888013,konstantywasiuk@wasiewicz.pl,5324
15722,Szymon,Rubacha,86204253943,1968-05-20,362000649,wiktor93@interia.pl,6513
15723,Kamil,Mieszała,45566949722,1933-06-23,826451945,xzieciak@fundacja.com,7283
15724,Melania,Żywica,30684185992,1971-10-08,925588751,strzodakazimierz@interia.pl,6895
15725,Marek,Stoltmann,94347547681,1990-05-03,495616365,wiencekleon@ppuh.pl,9710
15726,Kornelia,Sadownik,89935539103,1972-11-11,539693613,jeremithiel@hotmail.com,1723
15727,Tola,Orwat,15339102464,1987-07-22,817470320,melaniasierota@stowarzyszenie.pl,8041
15728,Kalina,Baranowicz,40301802558,1974-02-21,216007384,borysdanisz@hotmail.com,2053
15729,Anita,Supernak,76061864079,2009-02-01,665546991,apoleszak@gebura.org,1230
15730,Mikołaj,Świć,48097639000,2003-06-03,560557179,marcelina24@onet.pl,7337
15731,Ernest,Szpyra,62034669768,1961-07-10,293975756,andrzejchlipala@szklarek.org,1736
15732,Nataniel,Kanarek,23742652299,2008-04-16,526825368,ada48@yahoo.com,3340
15733,Wiktor,Foit,75494577595,1927-01-25,815124843,vwiszowata@o2.pl,8733
15734,Maks,Poreda,14350535597,2000-06-08,976126644,rmizia@stowarzyszenie.com,6121
15735,Dagmara,Domowicz,81520657161,1965-08-26,036797378,fryderykkalinka@gabinety.pl,8388
15736,Bruno,Miętus,41998406277,1982-12-08,550449518,smelaewelina@aleksiejuk-zynda.com,3901
15737,Krystyna,Pędrak,48332220188,1941-07-10,889789217,iwozyzik@interia.pl,123
15738,Liwia,Smutek,81108389457,1970-04-11,120185884,dudalamaksymilian@stowarzyszenie.org,991
15739,Maks,Moneta,62018164414,1984-02-05,246068067,smyltomasz@jarka-galat.net,8140
15740,Marcin,Gębura,02597004513,2002-09-30,800924609,borys59@grupa.pl,7043
15741,Olga,Skała,87727937174,1985-11-15,756851639,justynagras@interia.pl,8291
15742,Malwina,Siewiera,84286962803,1997-06-07,669840790,kacperpakosz@fundacja.com,3235
15743,Bruno,Strzyż,90140900485,1937-07-20,481550094,julitalemke@fundacja.com,9151
15744,Michał,Świerad,72707773702,1931-06-06,107314474,dniewola@bakun.org,5796
15745,Roksana,Galek,42146986826,1961-10-17,000650517,dziczekanna-maria@gmail.com,7431
15746,Robert,Mikus,76603539177,1927-07-06,085473700,aurelialinkiewicz@interia.pl,5031
15747,Lidia,Osada,86892635729,2021-12-03,870825540,adrianchmara@fundacja.pl,8415
15748,Andrzej,Michalczak,18907883810,1961-12-11,911611161,mariusz96@ppuh.pl,4089
15749,Emil,Szmuc,34833691164,1980-12-03,349204693,pawel23@interia.pl,3652
15750,Ryszard,Mendyka,97720244432,1954-04-20,985575813,tolajakubiuk@grupa.pl,7150
15751,Tymoteusz,Cis,76943776101,1935-05-16,295642824,korneliapawlaczek@oczkowicz.com,5991
15752,Mikołaj,Zbróg,38218869735,1954-10-30,908782301,kalina81@fulawka-olkowicz.pl,9334
15753,Damian,Thiel,09232332300,1982-01-08,209159432,eliza34@grupa.org,6865
15754,Alan,Ułanowicz,68328890933,1971-04-15,132507247,pambrozik@onet.pl,3950
15755,Nicole,Romańczyk,01495582439,1992-01-12,314857056,dawidwaloszek@grupa.com,5203
15756,Miłosz,Thomas,30469396370,2012-02-10,137741944,makskrzan@hotmail.com,9348
15757,Natan,Kułach,14011800207,1993-10-17,280775449,drozdemil@demianczuk.com,9717
15758,Gaja,Wyrwich,58605636788,2020-09-10,030358149,blazejjedra@ppuh.pl,8029
15759,Olaf,Chomiuk,93237957658,1954-11-19,128498929,ernest32@o2.pl,8033
15760,Fabian,Bek,62765304771,1977-05-20,059850528,miloszbystron@grupa.net,6832
15761,Aleksander,Wydrych,95272535503,1929-04-01,902213176,emil71@grupa.pl,2180
15762,Aniela,Ćwirko,57871855570,1975-03-13,311445236,ofiaramaciej@gabinety.pl,5348
15763,Elżbieta,Sumera,98740187348,1967-03-04,434668228,adrej@gabinety.pl,507
15764,Julian,Łaszczyk,65916436092,1941-09-07,627184578,tola02@hotmail.com,429
15765,Cyprian,Gospodarek,62816431241,2013-09-10,828770962,flinek@stowarzyszenie.com,6862
15766,Anita,Nowotny,03378362992,2021-12-11,253629832,maurycy32@onet.pl,121
15767,Franciszek,Martynowicz,35362594206,1989-12-20,585375706,ibuksa@grupa.pl,6896
15768,Rozalia,Naczk,38195441648,1978-01-03,144470719,lukasz95@swaczyna-cukier.com,5423
15769,Apolonia,Pyzel,41749712997,1991-11-23,478631356,sara03@yahoo.com,5340
15770,Krystian,Bryda,68598833621,2018-03-17,853309235,piotrpleban@slupek-josko.pl,2147
15771,Kaja,Chachuła,82309728100,1936-08-06,124133898,skawula@fundacja.com,3627
15772,Dagmara,Siara,99640943388,1936-07-06,130463675,fabiansamiec@yahoo.com,573
15773,Ksawery,Doktor,36632529300,2004-02-10,894308627,kusekleonard@interia.pl,3868
15774,Agnieszka,Hynek,63098599834,1996-03-15,179664220,kielochprzemyslaw@gabinety.pl,7498
15775,Klara,Kiepura,82121888944,1945-05-19,249974375,stefanbachanek@yahoo.com,8140
15776,Rafał,Glazik,85472510669,1971-07-19,269526857,gaja20@spoldzielnia.pl,219
15777,Leonard,Suszka,71790428322,1962-10-25,988026821,pawel31@onet.pl,7137
15778,Jędrzej,Okraska,51522575828,1997-09-18,598686971,gemzanela@neugebauer-nalazek.pl,5058
15779,Aleks,Majerczyk,22572980250,1971-01-28,794337812,antonijarmuz@hotmail.com,6712
15780,Julianna,Ambrozik,31023815097,1946-05-29,063460699,radoslawhaponiuk@grupa.pl,4819
15781,Kamila,Mila,48255748162,1966-12-16,130386868,krolczykmarcelina@stowarzyszenie.com,5186
15782,Krystyna,Niewola,58272004365,1951-05-26,081368054,arkadiuszskup@ppuh.com,1629
15783,Marek,Seweryniak,59235266843,1985-01-25,733806049,wykretanastazja@hotmail.com,5791
15784,Kaja,Gajzler,30498402051,1971-04-24,801514792,kajetan92@spoldzielnia.pl,5037
15785,Alex,Bartoś,17513839311,1930-04-04,118622484,alex80@ppuh.org,7140
